PersonnelNumber,EmploymentStatus,CareerTrackCode,CareerTrack,TalentSegmentCode,TalentSegment,StandardJob,Community,CommunityCode,DiamondClient,Gender
ID16031,Active,510,Client & Market,52971397,Strategy,Technology Strategy Consultant,GTIN_STRAT_OTH1,AX,Diamond,Male
ID16032,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Analyst,To Be Assigned,CW,,Female
ID16033,Active,520,Client Delivery & Operations,52971381,Security,Security Associate Manager,US_TGP_GCP,E6,,Male
ID16034,Active,510,Client & Market,52971397,Strategy,Business Strategy Consultant,CHG_CROSS,G5,Emerging Diamond,Male
ID16035,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,TAM_CROSS,MK,Mega Diamond,Female
ID16036,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,DAL_CROSS,8A,Mega Diamond,Female
ID16037,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,BOS_CROSS,RM,,Female
ID16038,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID16039,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16040,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Senior Manager,SOC_CROSS,3E,NULL,Male
ID16041,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Senior Manager,NYM_CROSS,OZ,Diamond,Male
ID16042,Active,520,Client Delivery & Operations,53485690,Business and Tech Integration,"Sr Anls, Business Analysis",AVALOS ANGE01,UK,,Male
ID16043,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,Target,Male
ID16044,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID16045,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Male
ID16046,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16047,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID16048,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16049,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16050,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Female
ID16051,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16052,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16053,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16054,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Female
ID16055,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID16056,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,CHG_CROSS,G5,Mega Diamond,Male
ID16057,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,SEA_CROSS,2S,Diamond,Female
ID16058,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16059,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16060,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16061,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16062,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Target,Male
ID16063,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,CHG_CROSS,G5,,Female
ID16064,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,US_TGP_GCP,E6,Mega Diamond,Male
ID16065,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,,Male
ID16066,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,NULL,Male
ID16067,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16068,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16069,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16070,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16071,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID16072,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16073,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16074,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Sr Manager,NYM_CROSS,OZ,,Male
ID16075,Active,510,Client & Market,52971397,Strategy,Business Strategy Consultant,HOU_CROSS,K1,Emerging Diamond,Female
ID16076,Active,510,Client & Market,52971397,Strategy,Technology Strategy Manager,CHG_CROSS,G5,,Male
ID16077,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,WDC_CROSS,OG,,Male
ID16078,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Senior Analyst,WDC_CROSS,OG,NULL,Male
ID16079,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Manager,DAL_CROSS,8A,Target,Male
ID16080,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,NYM_CROSS,OZ,Mega Diamond,Male
ID16081,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,CHG_CROSS,G5,,Male
ID16082,Active,510,Client & Market,52971397,Strategy,Business Strategy Consultant,HOU_CROSS,K1,Emerging Diamond,Female
ID16083,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,CHG_CROSS,G5,,Male
ID16084,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,SOC_CROSS,3E,Diamond,Male
ID16085,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,SAN_CROSS,GQ,NULL,Male
ID16086,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID16087,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID16088,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16089,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16090,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Service Delivery Ops Analyst,AUS_CROSS,1P,Mega Diamond,Female
ID16091,Active,510,Client & Market,52971395,Software Engineering,Digital Technology Developer Manager,HOU_CROSS,K1,Mega Diamond,Male
ID16092,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Manager,NOC_CROSS,OX,,Male
ID16093,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,ONE_MINNEAPOLIS,V5,NULL,Male
ID16094,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,CHG_CROSS,G5,Diamond,Male
ID16095,Active,520,Client Delivery & Operations,52971050,Business Process Specialization,Media & Graphics Design Senior Analyst,CHG_CROSS,G5,NULL,Male
ID16096,Active,520,Client Delivery & Operations,52971049,Business Process Delivery,Bus Process Delivery Sr. Analyst,AUS_CROSS,1P,Mega Diamond,Female
ID16097,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Senior Analyst,WDC_CROSS,OG,NULL,Female
ID16098,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Business Operations Specialist,AUS_CROSS,1P,Mega Diamond,Male
ID16099,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,CHG_CROSS,G5,,Male
ID16100,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,Diamond,Male
ID16101,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16102,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Female
ID16103,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID16104,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16105,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID16106,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,NYM_CROSS,OZ,,Female
ID16107,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Analyst,ATL_CROSS,3Z,Diamond,Male
ID16108,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,ATL_CROSS,3Z,,Female
ID16109,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,CHG_CROSS,G5,Mega Diamond,Male
ID16110,Active,510,Client & Market,52971379,Industry Solutions & Services,Industry Solns & Svcs Senior Manager,ATL_CROSS,3Z,Diamond,Male
ID16111,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,RAL_CROSS,GA,NULL,Male
ID16112,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,CHA_CROSS,4N,Diamond,Male
ID16113,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16114,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16115,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Male
ID16116,Active,510,Client & Market,52971397,Strategy,Technology Strategy Manager,GTIN_STRAT_OTH1,AX,Mega Diamond,Male
ID16117,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16118,Active,520,Client Delivery & Operations,52994538,Business Advisory,Analytics Advisory Senior Analyst,Non Voice,A5,Mega Diamond,Male
ID16119,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,SEA_CROSS,2S,,Male
ID16120,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Senior Analyst,WDC_CROSS,OG,NULL,Male
ID16121,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Service Delivery Ops Team Lead,AUS_CROSS,1P,Mega Diamond,Female
ID16122,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Analyst,DET_CROSS,8Y,,Male
ID16123,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Female
ID16124,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Specialist,US_TGP_GCP,E6,Diamond,Male
ID16125,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Business Operations Senior Analyst,AUS_CROSS,1P,Mega Diamond,Female
ID16126,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Emerging Diamond,Male
ID16127,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16128,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID16129,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID16130,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Sr Manager,NYM_CROSS,OZ,,Male
ID16131,Active,510,Client & Market,52994539,Management Consulting,Digital Marketing Manager,WDC_CROSS,OG,,Female
ID16132,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Male
ID16133,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16134,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,Diamond,Male
ID16135,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16136,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16137,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Female
ID16138,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID16139,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16140,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16141,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,GTIN_C&HT_SLO,14,Mega Diamond,Male
ID16142,Active,510,Client & Market,52994539,Management Consulting,OVR Consultant,GTIN_PRD_GCMC,9,,Male
ID16143,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,US_TGP_GCP,E6,,Male
ID16144,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,US_TGP_GCP,E6,Mega Diamond,Female
ID16145,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,US_TGP_GCP,E6,Emerging Diamond,Male
ID16146,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,To Be Assigned,CW,,Male
ID16147,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Sr Manager,To Be Assigned,CW,,Male
ID16148,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16149,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,KC_CROSS,Q0,Diamond,Male
ID16150,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16151,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Mega Diamond,Female
ID16152,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16153,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16154,Active,520,Client Delivery & Operations,52971388,"Performance, Risk & Quality",Tech Delivery & Op Excellence Analyst,To Be Assigned,CW,Diamond,Male
ID16155,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16156,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID16157,Active,520,Client Delivery & Operations,54586927,Analytics,"Cons, Data Engineering",AVANEW YORK01,TJ,Mega Diamond,Male
ID16158,Active,520,Client Delivery & Operations,54586927,Analytics,"Cons, Data Engineering",AVABOSTON01,TL,Diamond,Male
ID16159,Active,520,Client Delivery & Operations,53486303,Software Engineering,"Sr Anls, Solution Dev",AVASAN JOSE01,VA,NULL,Male
ID16160,Active,520,Client Delivery & Operations,53485690,Business and Tech Integration,"Sr Anls, Business Analysis",AVANEW YORK01,TJ,Mega Diamond,Male
ID16161,Active,520,Client Delivery & Operations,54586927,Analytics,"Cons, Data Engineering",AVANEW YORK01,TJ,,Male
ID16162,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,WDC_CROSS,OG,Mega Diamond,Male
ID16163,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,HRT_CROSS,M7,Diamond,Female
ID16164,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID16165,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID16166,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,,Male
ID16167,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,To Be Assigned,CW,Emerging Diamond,Male
ID16168,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16169,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Target,Male
ID16170,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,HOU_CROSS,K1,Target,Female
ID16171,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,HOU_CROSS,K1,Diamond,Female
ID16172,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,BOS_CROSS,RM,,Male
ID16173,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16174,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,CHG_CROSS,G5,Diamond,Female
ID16175,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,CHG_CROSS,G5,Emerging Diamond,Male
ID16176,Active,510,Client & Market,52971397,Strategy,Business Strategy Manager,HOU_CROSS,K1,NULL,Male
ID16177,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,WDC_CROSS,OG,NULL,Female
ID16178,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Associate Manager,To Be Assigned,CW,Mega Diamond,Male
ID16179,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16180,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Manager,CHA_CROSS,4N,,Female
ID16181,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Female
ID16182,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16183,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16184,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID16185,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Male
ID16186,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16187,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16188,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID16189,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Analyst,To Be Assigned,CW,NULL,Male
ID16190,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Sr Analyst,DAL_CROSS,8A,NULL,Female
ID16191,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,DAL_CROSS,8A,Emerging Diamond,Male
ID16192,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Sr Analyst,NYM_CROSS,OZ,Mega Diamond,Male
ID16193,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16194,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16195,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16196,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Support Associate,To Be Assigned,CW,,Male
ID16197,Active,510,Client & Market,52971397,Strategy,Business Strategy Consultant,NOC_CROSS,OX,Target,Female
ID16198,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Consultant,DAL_CROSS,8A,Mega Diamond,Female
ID16199,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,WDC_CROSS,OG,NULL,Female
ID16200,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Technology Arch Science Sr Manager,TAM_CROSS,MK,Target,Male
ID16201,Active,510,Client & Market,52971398,Technology Architecture,Tech Arch Consultant,SOC_CROSS,3E,Target,Male
ID16202,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Emerging Diamond,Female
ID16203,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID16204,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Male
ID16205,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16206,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16207,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Female
ID16208,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,To Be Assigned,CW,,Male
ID16209,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,To Be Assigned,CW,Target,Male
ID16210,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Consultant,GTIN_Ana_Ana,18,NULL,Male
ID16211,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Assoc Mgr,CHA_CROSS,4N,,Male
ID16212,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16213,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,CHA_CROSS,4N,Mega Diamond,Female
ID16214,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16215,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Prod & Plat Eng Assoc Manager,To Be Assigned,CW,NULL,Male
ID16216,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16217,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Male
ID16218,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16219,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Female
ID16220,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16221,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Female
ID16222,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16223,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16224,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,NULL,Male
ID16225,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,NOC_CROSS,OX,Mega Diamond,Female
ID16226,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,,Male
ID16227,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID16228,Inactive,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,To Be Assigned,CW,NULL,Female
ID16229,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Associate Manager,To Be Assigned,CW,Mega Diamond,Male
ID16230,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,NULL,Male
ID16231,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,US_TGP_GCP,E6,NULL,Female
ID16232,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,NYM_CROSS,OZ,Emerging Diamond,Female
ID16233,Active,510,Client & Market,52971380,Infrastructure,Infrastructure Consulting Consultant,WDC_CROSS,OG,NULL,Male
ID16234,Active,510,Client & Market,52971381,Security,Security Consulting Consultant,NYM_CROSS,OZ,,Male
ID16235,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,CHG_CROSS,G5,Diamond,Female
ID16236,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,CLE_CROSS,6J,Emerging Diamond,Male
ID16237,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,,Male
ID16238,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16239,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,NYM_CROSS,OZ,Diamond,Female
ID16240,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,SOC_CROSS,3E,Diamond,Female
ID16241,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,CHG_CROSS,G5,Diamond,Female
ID16242,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Sr Manager,SOC_CROSS,3E,Diamond,Male
ID16243,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16244,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Senior Analyst,To Be Assigned,CW,Emerging Diamond,Female
ID16245,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16246,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,SOC_CROSS,3E,Diamond,Male
ID16247,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Tech Writing & Translation Sr Analyst,To Be Assigned,CW,Diamond,Male
ID16248,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Female
ID16249,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Assoc Mgr,To Be Assigned,CW,NULL,Male
ID16250,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Project Control Services Senior Analyst,To Be Assigned,CW,NULL,Male
ID16251,Active,530,Corporate Function,52971383,Legal & Commercial Services,Contracting Counsel Senior Manager,HRT_CROSS,M7,Emerging Diamond,Male
ID16252,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Manager,PHX_CROSS,D6,Target,Male
